"","ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0051932","BP","GO:0051932","synaptic transmission, GABAergic","16/1218","57/18614",4.59714896120964e-07,5.27418362640596e-05,4.36399212394254e-05,"NPY5R/BAIAP3/CA2/HAPLN4/GABRA5/CNR1/ADRA1A/TACR1/SLITRK3/DRD2/NLGN1/NPAS4/GABRG1/GABBR2/GABRA4/GABRA1",16
"GO:0015849","BP","GO:0015849","organic acid transport","49/1218","353/18614",4.83726181903408e-07,5.42633281388534e-05,4.48988418664964e-05,"NPY5R/TRH/NTRK2/LRP2/SLC6A15/IRS2/SLC7A4/RBP7/GFAP/SLC7A3/GJA1/SLC16A11/ABAT/SLC27A6/PTGS2/LEP/SLC26A5/ABCG2/SLC1A2/SV2A/ATP1A2/SLCO1A2/PTGES/SLC7A2/PLA2G4A/SLC27A2/SLC13A5/FABP4/SLC38A11/SLC16A6/GRM7/CRABP1/PLA2G10/SLC16A12/SLC26A9/SLC22A11/DRD2/FGF19/SLC7A14/SLC7A10/SLC17A8/SLC1A1/SYT4/SLC6A14/SLC13A2/CYP4F2/UMOD/LHCGR/NR0B2",49
"GO:0007411","BP","GO:0007411","axon guidance","36/1218","225/18614",5.48271954522958e-07,5.85045029253528e-05,4.84080965067562e-05,"BMPR1B/WNT3/SEMA3B/EDN3/SEMA6A/BDNF/SLIT1/ARTN/LGR6/EPHB1/SEMA3G/KIF5A/PLEKHG4/TUBB2B/EFNB3/GATA3/CNTN4/EPHA3/NGFR/NCAM1/SEMA6D/DLX5/MYOT/EPHA6/EPHA8/FOXG1/PLA2G10/CNTN2/ROBO2/EPHA7/LGI1/LMX1A/CDH4/GFRA3/LRTM2/TBR1",36
"GO:0097485","BP","GO:0097485","neuron projection guidance","36/1218","225/18614",5.48271954522958e-07,5.85045029253528e-05,4.84080965067562e-05,"BMPR1B/WNT3/SEMA3B/EDN3/SEMA6A/BDNF/SLIT1/ARTN/LGR6/EPHB1/SEMA3G/KIF5A/PLEKHG4/TUBB2B/EFNB3/GATA3/CNTN4/EPHA3/NGFR/NCAM1/SEMA6D/DLX5/MYOT/EPHA6/EPHA8/FOXG1/PLA2G10/CNTN2/ROBO2/EPHA7/LGI1/LMX1A/CDH4/GFRA3/LRTM2/TBR1",36
"GO:0007416","BP","GO:0007416","synapse assembly","33/1218","197/18614",5.56302721952641e-07,5.85045029253528e-05,4.84080965067562e-05,"NTRK3/NTRK2/CBLN2/BDNF/SLIT1/SLITRK6/CLSTN2/EPHB1/EFNB3/ADD2/AMIGO2/SDK2/GPM6A/HAPLN4/NPTX1/LHFPL4/ICAM5/CHRNB2/BSN/LRRN3/ERBB4/SLITRK3/DRD2/ROBO2/NLGN1/NPAS4/EPHA7/IL1RAPL1/KIRREL3/POU4F1/LRTM2/GABRA1/LRRTM1",33
"GO:0051960","BP","GO:0051960","regulation of nervous system development","59/1218","461/18614",5.69401382352002e-07,5.86599628186307e-05,4.85367279306712e-05,"SOX10/MAG/NTRK3/NTRK2/MAPT/CDON/LRP2/FGF2/WNT3/SEMA3B/GFAP/CBLN2/RND2/IL6ST/SEMA6A/BDNF/SLIT1/SLITRK6/SOX8/GPR37L1/CHODL/CLSTN2/BTG2/PTN/PTPRZ1/KLK8/NEFL/EPHB1/SEMA3G/ASCL1/EFNB3/DLX2/CX3CR1/BMP2/MAP2/AMIGO2/ASPA/IL34/SEMA6D/PAK3/LRRN3/DCT/FOXG1/SLITRK3/ZNF488/DRD2/ROBO2/NLGN1/HES7/EPHA7/IL1RAPL1/SYT4/CDH4/MCF2/DAB1/POU4F1/LRTM2/MT3/LRRTM1",59
"GO:0007200","BP","GO:0007200","phospholipase C-activating G protein-coupled receptor signaling pathway","23/1218","113/18614",9.27169948426229e-07,9.36070779931121e-05,7.74528495864269e-05,"ESR1/AGTR1/GRPR/PTGER3/OPRL1/GPR139/CHGA/CHRM3/CX3CR1/CCKBR/HTR2A/NMUR1/GPR17/ADRA1D/ADRA1A/TACR1/DRD2/P2RY4/CCKAR/CALCA/NTSR2/OPRK1/LHCGR",23
"GO:0045861","BP","GO:0045861","negative regulation of proteolysis","46/1218","330/18614",9.56210123294549e-07,9.46460529880565e-05,7.83125236167754e-05,"SERPINA6/CST9/SERPINA3/PI15/SIAH2/CST5/SERPINA5/SERPINA11/PLAT/CST9L/TIMP4/FHIT/SERPINA4/TFPI2/SERPINB5/PTGS2/SERPINA12/ANXA8/CST2/SERPINA10/SERPINB7/NR4A1/SERPINB2/SERPINA1/SERPINI1/SPOCK3/SERPINB13/SPINK4/VTN/CRYAB/SERPINB4/COL28A1/VIL1/WFDC2/SERPINA9/ITIH2/PI16/WFIKKN2/SERPINB3/PCSK1N/MT3/PZP/SPINK1/HMSD/WFDC13/CST11",46
"GO:0051952","BP","GO:0051952","regulation of amine transport","21/1218","98/18614",1.13128397054798e-06,0.000109821566987043,9.08691254075789e-05,"NPY5R/TRH/ABAT/SYT1/CARTPT/CHGA/LEP/SV2A/ATP1A2/HTR2A/SYT9/CHRNB2/SYT8/CNR1/GRM7/DRD2/SLC17A8/SYT4/FGF20/OPRK1/SYT10",21
"GO:0007188","BP","GO:0007188","adenylate cyclase-modulating G protein-coupled receptor signaling pathway","36/1218","234/18614",1.43091000685505e-06,0.00013628742857744,0.000112767644631596,"NPY1R/ADCY1/RAMP1/PTGER3/OPRL1/GPR37L1/CHGA/CHRM3/RAMP3/GRIK3/ADCYAP1/VIPR2/PTGER2/PTGFR/NPY2R/GLP1R/CRHR1/MRAP/GPR26/ADRA1D/CNR1/ADRA1A/ADCY8/GRM3/ADRB1/GRM7/GNAO1/GHRH/DRD2/HTR1E/PSAPL1/GRM4/CALCA/GABBR2/OPRK1/LHCGR",36
"GO:0019755","BP","GO:0019755","one-carbon compound transport","15/1218","55/18614",1.56959256634037e-06,0.000142832093272313,0.000118182864731115,"SLC14A1/SLC14A2/SLC26A5/HBB/HBA2/SLC4A10/CA2/AQP4/HBA1/AQP7/SLC26A9/CA4/POU3F3/UMOD/AQP7P3",15
"GO:0050805","BP","GO:0050805","negative regulation of synaptic transmission","15/1218","55/18614",1.56959256634037e-06,0.000142832093272313,0.000118182864731115,"NPY5R/MAPT/GRIA1/PRRT1/BCHE/PTGS2/GRIK3/ARC/SORCS3/HTR2A/ADIPOQ/SLC6A4/HCN1/ADCY8/DRD2",15
"GO:0046879","BP","GO:0046879","hormone secretion","43/1218","305/18614",1.58450816625386e-06,0.000142832093272313,0.000118182864731115,"TRH/AGTR1/WNK4/IRS2/SFRP1/IRS1/CGA/EDN3/CPLX1/SYTL4/SNAP25/GJA1/ABAT/CARTPT/NNAT/CHGA/CHRM3/LEP/ADCYAP1/GATA3/BAIAP3/RFX6/SLC30A8/ADIPOQ/GLP1R/SYT9/CRHR1/MYRIP/GCK/GDF9/CNR1/ADCY8/PTPRN2/DOC2B/GHRH/TACR1/DRD2/RBP4/G6PC2/CCKAR/OPRK1/SPINK1/NR0B2",43
"GO:0046883","BP","GO:0046883","regulation of hormone secretion","37/1218","247/18614",1.97424422421031e-06,0.000174841839365152,0.000144668533364109,"TRH/AGTR1/IRS2/SFRP1/IRS1/EDN3/SYTL4/SNAP25/GJA1/ABAT/CARTPT/NNAT/CHGA/CHRM3/LEP/ADCYAP1/BAIAP3/RFX6/SLC30A8/ADIPOQ/SYT9/CRHR1/MYRIP/GCK/GDF9/CNR1/ADCY8/DOC2B/GHRH/TACR1/DRD2/RBP4/G6PC2/CCKAR/OPRK1/SPINK1/NR0B2",37
"GO:0052547","BP","GO:0052547","regulation of peptidase activity","54/1218","425/18614",2.1314348186524e-06,0.000185508326975126,0.000153494253365022,"SERPINA6/CST9/PMAIP1/SERPINA3/PI15/SIAH2/MAPT/CST5/SERPINA5/SERPINA11/CST9L/TIMP4/SERPINA4/TFPI2/SERPINB5/MYC/PTGS2/SERPINA12/ANXA8/CST2/SERPINA10/NGFR/SERPINB7/NR4A1/NLRP6/SERPINB2/SERPINA1/SERPINI1/SPOCK3/SERPINB13/SPINK4/VTN/CRYAB/GRIN2A/SERPINB4/COL28A1/VIL1/TP63/WFDC2/SERPINA9/EPHA7/ITIH2/PI16/SLC1A1/WFIKKN2/SERPINB3/PCSK1N/MT3/PZP/SPINK1/HMSD/WFDC13/KHDC1L/CST11",54
"GO:0048167","BP","GO:0048167","regulation of synaptic plasticity","33/1218","209/18614",2.17007900768857e-06,0.000185670488657829,0.000153628430017988,"ADCY1/NTRK2/RIMS4/MAPT/GRIA1/MPP2/PRRT2/GFAP/S100B/PRRT1/SNAP25/PLAT/FAM107A/PTN/PTGS2/ZDHHC2/ARC/CX3CR1/CNTN4/SORCS3/SLC4A10/SYP/GRIN2C/ADCY8/GRIN2A/CNTN2/DRD2/CPLX2/NPAS4/SLC1A1/SYT4/CALB1/LRRTM1",33
"GO:0015844","BP","GO:0015844","monoamine transport","19/1218","86/18614",2.23620111903349e-06,0.000185998558811735,0.000153899883510919,"ABAT/SYT1/CARTPT/CHGA/HTR2A/SLC6A4/SYT9/MAOB/CHRNB2/SYT8/CNR1/SLC18A1/DRD2/MAPK15/SLC6A2/SYT4/FGF20/OPRK1/SYT10",19
"GO:0001823","BP","GO:0001823","mesonephros development","21/1218","102/18614",2.24760540560932e-06,0.000185998558811735,0.000153899883510919,"BCL2/OSR1/FOXC1/FGF10/SFRP1/FGF2/FGFR2/WNT4/CITED1/FOXC2/SOX8/WNT11/BMPER/EYA1/MYC/GATA3/BMP2/GREB1L/ROBO2/SIM1/CALB1",21
"GO:0014059","BP","GO:0014059","regulation of dopamine secretion","12/1218","37/18614",2.33507969580839e-06,0.000190120682329689,0.00015731063213867,"ABAT/SYT1/HTR2A/SYT9/CHRNB2/SYT8/CNR1/DRD2/SYT4/FGF20/OPRK1/SYT10",12
"GO:0090596","BP","GO:0090596","sensory organ morphogenesis","39/1218","269/18614",2.40136741244758e-06,0.000192414328540244,0.000159208452674887,"COL2A1/BCL2/NTRK2/OSR1/CDON/ATP6V1B1/FGF10/FGF2/FGFR2/NR2E3/SLITRK6/SOX8/DLX6/EYA1/EPHB1/MYO3B/CHRNA9/FGF9/GATA3/CRB1/TMEM215/FRZB/GJB6/SDK2/MYO15A/HPN/MYO3A/DLX5/RP1/SIX3/HCN1/FOXG1/OLFM3/KCNQ4/RBP4/FOXN4/SLC1A1/CALB1/RPE65",39
"GO:0051962","BP","GO:0051962","positive regulation of nervous system development","40/1218","280/18614",2.60454662294934e-06,0.000205433614885129,0.000169980937497746,"SOX10/MAG/NTRK2/MAPT/CDON/LRP2/FGF2/WNT3/GFAP/CBLN2/RND2/IL6ST/BDNF/SLITRK6/SOX8/CHODL/CLSTN2/PTN/PTPRZ1/NEFL/EPHB1/ASCL1/CX3CR1/BMP2/AMIGO2/ASPA/IL34/PAK3/LRRN3/DCT/FOXG1/SLITRK3/ZNF488/DRD2/ROBO2/NLGN1/IL1RAPL1/CDH4/LRTM2/LRRTM1",40
"GO:0035249","BP","GO:0035249","synaptic transmission, glutamatergic","22/1218","112/18614",2.96271212925128e-06,0.000224854429274852,0.000186050207557472,"GRIA2/CDHR3/GRIA1/PLAT/SYT1/PTGS2/GRIK1/GRIK3/ATP1A2/HTR2A/GRIN2C/GRIK4/CNR1/HCN1/GRIN2A/GRM3/GRM7/DRD2/NLGN1/SLC17A8/GRM4/UNC13A",22
"GO:0031630","BP","GO:0031630","regulation of synaptic vesicle fusion to presynaptic active zone membrane","7/1218","12/18614",2.98736060073346e-06,0.000224854429274852,0.000186050207557472,"PRRT2/CPLX1/SYT1/DOC2A/SYT9/DOC2B/CPLX2",7
"GO:1901632","BP","GO:1901632","regulation of synaptic vesicle membrane organization","7/1218","12/18614",2.98736060073346e-06,0.000224854429274852,0.000186050207557472,"PRRT2/CPLX1/SYT1/DOC2A/SYT9/DOC2B/CPLX2",7
"GO:0003012","BP","GO:0003012","muscle system process","56/1218","452/18614",3.04634242404502e-06,0.000224854429274852,0.000186050207557472,"KCNE4/PTGER3/NOS1AP/EDN3/IL6ST/GJA1/MYOZ1/ABAT/CACNB2/SCN4B/KCNJ3/SYNM/CHGA/PTGS2/CHRM3/TNNC1/LEP/ATP1A2/SCN2B/KCNIP2/FXYD1/CASQ1/DES/MYH11/HTR2A/SCN5A/MYOG/CACNA1G/KCND3/KCNE1/STAC/CASQ2/TNNI2/NR4A1/NMUR1/CHRNB2/KCNB2/MYOC/CTNNA3/TNNT3/MYOT/SCN7A/CKMT2/ADRA1A/CRYAB/MYBPH/GNAO1/TRIM72/TACR1/DRD2/NKX2-5/PI16/SMPX/CALCA/MYH7/GATA4",56
"GO:0007605","BP","GO:0007605","sensory perception of sound","27/1218","156/18614",3.0734856616412e-06,0.000224854429274852,0.000186050207557472,"COL2A1/LRP2/ATP6V1B1/SPTBN4/SLITRK6/EYA1/DCDC2/MYO3B/CHRNA9/SLC26A5/TMPRSS3/GJB6/MYO15A/HPN/MYO3A/KCNE1/LHFPL4/CHRNB2/ESPNL/GABRA5/ATP2B2/GRM7/CLRN3/KCNQ4/SLC17A8/OTOS/PCDH15",27
"GO:0015872","BP","GO:0015872","dopamine transport","14/1218","51/18614",3.20536999798619e-06,0.000227529524181614,0.000188263648334441,"ABAT/SYT1/HTR2A/SYT9/CHRNB2/SYT8/CNR1/DRD2/MAPK15/SLC6A2/SYT4/FGF20/OPRK1/SYT10",14
"GO:0014046","BP","GO:0014046","dopamine secretion","12/1218","38/18614",3.21045214229911e-06,0.000227529524181614,0.000188263648334441,"ABAT/SYT1/HTR2A/SYT9/CHRNB2/SYT8/CNR1/DRD2/SYT4/FGF20/OPRK1/SYT10",12
"GO:0048511","BP","GO:0048511","rhythmic process","42/1218","303/18614",3.24527055092635e-06,0.000227529524181614,0.000188263648334441,"PGR/NPY5R/ESR1/IGF1R/ADCY1/NTRK2/SIAH2/BMPR1B/PTX3/CGA/PDE6B/OPRL1/TIMP4/PTN/CARTPT/TPH1/EGR3/LEP/CA12/GAS2/NHLH2/ADIPOQ/NGFR/SLC6A4/CHRNB2/GDF9/NR5A1/ADRB1/GDF10/PIWIL2/GHRH/DRD2/ROBO2/NPPC/NLGN1/HES7/GABRB1/RPE65/OPRK1/PROKR2/LHCGR/NR0B2",42
"GO:0008016","BP","GO:0008016","regulation of heart contraction","33/1218","213/18614",3.3176040691148e-06,0.000229414593710843,0.000189823402253029,"KCNE4/NOS1AP/EDN3/SPTBN4/GJA1/CACNB2/SCN4B/KCNJ3/CHGA/ATP1A2/SCN2B/KCNIP2/FXYD1/DES/SCN5A/CACNA1G/KCND3/GLP1R/KCNE1/CASQ2/CTNNA3/ATP2B2/HCN1/ADRA1A/S100A1/ADRB1/DRD2/NKX2-5/FOXN4/SLC1A1/CALCA/MYH7/GATA4",33
"GO:0007586","BP","GO:0007586","digestion","25/1218","139/18614",3.46846749836246e-06,0.000235830321531126,0.000195131936741077,"SERPINA3/WNK4/FGF10/PTGER3/SCARB1/OPRL1/TFF1/UGCG/CHRM3/LEP/CCKBR/APOA1/PRSS1/PRSS3/MUC2/PNLIPRP2/VIL1/TACR1/NPPC/RBP4/CHIA/PGA3/OPRK1/SPINK1/MUC13",25
"GO:0060078","BP","GO:0060078","regulation of postsynaptic membrane potential","26/1218","148/18614",3.50381816854882e-06,0.000235830321531126,0.000195131936741077,"GABRP/GRIA1/GLRA3/MPP2/GLRB/ABAT/CHRNA9/GRIK1/GRIK3/CHRNB2/GRIN2C/GRIK4/GABRA5/HCN1/GRIN2A/ADRB1/SEZ6/GABRR1/DRD2/NLGN1/NPAS4/CELF4/GABRB1/GABRG1/GABRA4/GABRA1",26
"GO:0046660","BP","GO:0046660","female sex differentiation","23/1218","122/18614",3.70606382195858e-06,0.000242387823810751,0.000200557778980953,"PGR/ESR1/BCL2/BMPR1B/PTX3/LRP2/FOXC1/FGF10/SFRP1/CGA/WNT4/LEP/GAS2/DACH2/DACH1/GDF9/NR5A1/TP63/ROBO2/NPPC/RBP4/ZFP42/LHCGR",23
"GO:0009914","BP","GO:0009914","hormone transport","43/1218","315/18614",3.71830992424997e-06,0.000242387823810751,0.000200557778980953,"TRH/AGTR1/WNK4/IRS2/SFRP1/IRS1/CGA/EDN3/CPLX1/SYTL4/SNAP25/GJA1/ABAT/CARTPT/NNAT/CHGA/CHRM3/LEP/ADCYAP1/GATA3/BAIAP3/RFX6/SLC30A8/ADIPOQ/GLP1R/SYT9/CRHR1/MYRIP/GCK/GDF9/CNR1/ADCY8/PTPRN2/DOC2B/GHRH/TACR1/DRD2/RBP4/G6PC2/CCKAR/OPRK1/SPINK1/NR0B2",43
"GO:0015711","BP","GO:0015711","organic anion transport","54/1218","433/18614",3.74529521736104e-06,0.000242387823810751,0.000200557778980953,"NPY5R/TRH/NTRK2/LRP2/SLC6A15/IRS2/SLC7A4/RBP7/GFAP/SLC7A3/GJA1/SLC16A11/ABAT/SLC27A6/PTGS2/LEP/SLC26A5/ABCG2/SLC1A2/SV2A/ATP1A2/SLCO1A2/PTGES/SLC4A10/SLC7A2/PLA2G4A/SLC22A10/SLC27A2/SLC13A5/FABP4/SLC38A11/SLC16A6/GRM7/CRABP1/PLA2G10/SLC16A12/SLC26A9/SLC22A11/DRD2/FGF19/SLC7A14/CA4/SLC7A10/SLC17A8/RTBDN/SLC1A1/SYT4/CALHM1/SLC6A14/SLC13A2/CYP4F2/UMOD/LHCGR/NR0B2",54
"GO:0001657","BP","GO:0001657","ureteric bud development","20/1218","97/18614",3.80247360772002e-06,0.000242655952643788,0.000200779635518089,"BCL2/OSR1/FOXC1/SFRP1/FGF2/FGFR2/WNT4/CITED1/FOXC2/SOX8/WNT11/BMPER/EYA1/MYC/GATA3/BMP2/GREB1L/ROBO2/SIM1/CALB1",20
"GO:2000177","BP","GO:2000177","regulation of neural precursor cell proliferation","19/1218","89/18614",3.84557769641502e-06,0.000242655952643788,0.000200779635518089,"SOX10/INSM1/CDON/LRP2/FGF2/GPR37L1/BTG2/PTN/PTPRZ1/ASCL1/CX3CR1/NES/EMX1/SLC6A4/FZD9/DCT/SIX3/FOXG1/DRD2",19
"GO:0072163","BP","GO:0072163","mesonephric epithelium development","20/1218","98/18614",4.48739402750773e-06,0.000276248354278769,0.000228574833134155,"BCL2/OSR1/FOXC1/SFRP1/FGF2/FGFR2/WNT4/CITED1/FOXC2/SOX8/WNT11/BMPER/EYA1/MYC/GATA3/BMP2/GREB1L/ROBO2/SIM1/CALB1",20
"GO:0072164","BP","GO:0072164","mesonephric tubule development","20/1218","98/18614",4.48739402750773e-06,0.000276248354278769,0.000228574833134155,"BCL2/OSR1/FOXC1/SFRP1/FGF2/FGFR2/WNT4/CITED1/FOXC2/SOX8/WNT11/BMPER/EYA1/MYC/GATA3/BMP2/GREB1L/ROBO2/SIM1/CALB1",20
"GO:0071805","BP","GO:0071805","potassium ion transmembrane transport","33/1218","217/18614",5.00328079013425e-06,0.000304295920826478,0.000251782094803459,"KCNC2/WNK4/KCNE4/NOS1AP/KCNF1/EDN3/KCNK15/KCNJ16/RGS7/KCNJ3/KCNH8/KCNK5/KCNQ3/ATP1A2/KCNIP2/KCNQ5/KCNC1/KCNK2/KCND3/HPN/KCNE1/KCNK3/CASQ2/KCNIP1/KCNB2/KCNH1/HCN1/KCNH3/DPP6/ATP1A4/OPRK1/ATP12A/KCNA4",33
"GO:0060047","BP","GO:0060047","heart contraction","36/1218","247/18614",5.1299866364329e-06,0.000308287768341825,0.000255085049791551,"KCNE4/NOS1AP/EDN3/SPTBN4/GJA1/CACNB2/SCN4B/KCNJ3/CHGA/TNNC1/ATP1A2/SCN2B/KCNIP2/SGCG/FXYD1/DES/SCN5A/CACNA1G/KCND3/GLP1R/KCNE1/CASQ2/CTNNA3/ATP2B2/HCN1/ADRA1A/S100A1/ADRB1/DRD2/NKX2-5/FOXN4/SLC1A1/CALCA/MYH7/ACTC1/GATA4",36
"GO:0050954","BP","GO:0050954","sensory perception of mechanical stimulus","29/1218","179/18614",5.25466377599367e-06,0.000312065208720189,0.00025821059892437,"COL2A1/LRP2/ATP6V1B1/SPTBN4/SLITRK6/EYA1/DCDC2/MYO3B/CHRNA9/SLC26A5/TMPRSS3/TRPA1/GJB6/MYO15A/HTR2A/HPN/MYO3A/KCNE1/LHFPL4/CHRNB2/ESPNL/GABRA5/ATP2B2/GRM7/CLRN3/KCNQ4/SLC17A8/OTOS/PCDH15",29
"GO:0072009","BP","GO:0072009","nephron epithelium development","22/1218","116/18614",5.41017778590528e-06,0.000317564854223835,0.000262761143873588,"BCL2/OSR1/IRX1/WNK4/FOXC1/FGF2/WNT4/CITED1/FOXC2/SOX8/WNT11/MAGI2/EYA1/MYC/GATA3/BMP2/ADIPOQ/GREB1L/NPHS1/POU3F3/UMOD/CALB1",22
"GO:0072006","BP","GO:0072006","nephron development","26/1218","152/18614",5.81200127905079e-06,0.000337229683409751,0.000279032317910145,"BCL2/OSR1/IRX1/WNK4/FOXC1/FGF2/WNT4/CITED1/FOXC2/SOX8/WNT11/MAGI2/EYA1/MYC/GATA3/BMP2/DCHS2/ADIPOQ/SERPINB7/GREB1L/ERBB4/NPHS1/KIRREL3/POU3F3/UMOD/CALB1",26
"GO:0003015","BP","GO:0003015","heart process","37/1218","259/18614",6.11189552752174e-06,0.000350600552533292,0.000290095711162754,"KCNE4/NOS1AP/EDN3/SPTBN4/GJA1/CACNB2/SCN4B/KCNJ3/CHGA/TNNC1/RAMP3/ATP1A2/SCN2B/KCNIP2/SGCG/FXYD1/DES/SCN5A/CACNA1G/KCND3/GLP1R/KCNE1/CASQ2/CTNNA3/ATP2B2/HCN1/ADRA1A/S100A1/ADRB1/DRD2/NKX2-5/FOXN4/SLC1A1/CALCA/MYH7/ACTC1/GATA4",37
"GO:0030900","BP","GO:0030900","forebrain development","50/1218","397/18614",6.45863849483762e-06,0.000366328169909441,0.000303109137167542,"IGF1R/KCNC2/NTRK2/CDON/LRP2/PCSK1/FGF10/FGF2/FGFR2/BCAN/WNT4/SLIT1/BTG2/NEFL/TUBB2B/ASCL1/SLC1A2/DLX2/BMP2/ATP1A2/EMX1/SLC4A10/NHLH2/KCNC1/SCN5A/CHRNB2/DLX5/DCT/DCLK1/NR0B1/SIX3/FOXG1/ERBB4/GHRH/CNTN2/DRD2/ROBO2/NPY/LMX1A/SOX3/CCKAR/DAB1/KIRREL3/POU3F3/POU4F1/PRDM13/TBR1/CDK5R2/NEUROG3/RFX4",50
"GO:0035418","BP","GO:0035418","protein localization to synapse","17/1218","78/18614",9.17638549531976e-06,0.0005106120342236,0.000422493233755786,"MAPT/CPLX1/SNAP25/KIF5A/ZDHHC2/NPTX1/LHFPL4/GRIN2C/BSN/ERBB4/GRIN2A/SLITRK3/NLGN1/LGI1/NPHS1/RAPSN/LRRTM1",17
"GO:0021954","BP","GO:0021954","central nervous system neuron development","18/1218","86/18614",9.2047732001481e-06,0.0005106120342236,0.000422493233755786,"NTRK2/MAPT/FGFR2/SPTBN4/BTG2/EPHB1/LEP/ASCL1/MAP2/SLC4A10/NHLH2/CHRNB2/DCLK1/FOXG1/CNTN2/DRD2/NPY/GABRB1",18
"GO:0045664","BP","GO:0045664","regulation of neuron differentiation","30/1218","194/18614",9.47533704746274e-06,0.000519907624082521,0.000430184638493503,"BCL2/MAG/GDF5/CDON/SFRP1/FGF2/BDNF/SOX8/GPR37L1/EYA1/NTF4/ASCL1/DLX2/BMP2/CNTN4/SLC6A4/NTF3/SIX3/FOXG1/PCP4/CNTN2/NLGN1/NKX2-5/LMX1A/SOX3/BCL11A/DAB1/FGF20/NEUROG3/VWC2",30
"GO:0050767","BP","GO:0050767","regulation of neurogenesis","48/1218","381/18614",9.74897035136227e-06,0.000529169917566417,0.000437848492973463,"SOX10/MAG/NTRK3/NTRK2/MAPT/CDON/LRP2/FGF2/WNT3/SEMA3B/GFAP/RND2/IL6ST/SEMA6A/BDNF/SLIT1/SOX8/GPR37L1/CHODL/BTG2/PTN/PTPRZ1/NEFL/SEMA3G/ASCL1/EFNB3/DLX2/CX3CR1/BMP2/MAP2/ASPA/IL34/SEMA6D/PAK3/DCT/FOXG1/ZNF488/DRD2/ROBO2/HES7/EPHA7/IL1RAPL1/SYT4/CDH4/MCF2/DAB1/POU4F1/MT3",48
"GO:0060537","BP","GO:0060537","muscle tissue development","52/1218","426/18614",1.03971515765066e-05,0.000558349161257503,0.000461992132761234,"RBM24/BCL2/OSR1/CDON/LRP2/FOXC1/FGF2/FGFR2/TGFBR3/GJA1/FOXC2/SOX8/MYOZ1/BTG2/EYA1/ITGA7/EPHB1/FGF9/TNNC1/ELN/PGM5/BMP2/SGCG/MYO18B/GJB6/CASQ1/IGF2/SMYD1/MYH11/BMP5/SCN5A/MYOG/KCNK2/CACNA1G/NR4A1/FOS/BARX2/POPDC3/ADRA1A/ERBB4/NKX2-5/SOX6/RBP4/PI16/NPHS1/MYH7/POU4F1/ACTC1/FGF20/GATA4/XIRP2/MYF6",52
"GO:1902074","BP","GO:1902074","response to salt","48/1218","383/18614",1.1220197646046e-05,0.000596205870707793,0.000493315725867154,"IGF1R/ADCY1/PCSK1/ABAT/SYT1/NEFL/PTGS2/CHRM3/LEP/SLC26A5/ASCL1/HPCA/SCNN1G/SLC1A2/CCND1/RYR3/KCNIP2/EN1/SCNN1D/HTR2A/KCNC1/SCN5A/MYOG/NPTX1/ADIPOQ/SYT9/CASQ2/CHRNB2/FOS/FOSB/SLC13A5/KCNH1/SYT8/FABP4/CNR1/ADCY8/TACR1/DRD2/NLGN1/P2RY4/SLC1A1/SYT4/BCL11A/SLC13A2/CYP1A1/UMOD/OPRK1/SYT10",48
"GO:0021700","BP","GO:0021700","developmental maturation","42/1218","319/18614",1.18862118967935e-05,0.000620939766007812,0.000513781172641379,"TFCP2L1/PGR/BCL2/SOX10/ROPN1/SEZ6L/ATP6V1B1/ROPN1B/BCAN/SPTBN4/SOX8/ABHD2/TRIM58/BNC1/NEFL/SYBU/LEP/ASCL1/FERMT1/CX3CR1/GATA3/BMP2/BAIAP3/KCNIP2/SYP/KCNE1/C1QL1/MYOC/ANGPTL8/GLDN/FGFR3/EPHA8/SIX3/SEZ6/PLA2G10/CNTN2/NPPC/NLGN1/BCL11A/UNC13A/SPINK1/CDK5R2",42
"GO:0120254","BP","GO:0120254","olefinic compound metabolic process","26/1218","158/18614",1.19316872628284e-05,0.000620939766007812,0.000513781172641379,"ELOVL2/CYP2A6/CYP2A7/WNT4/CYP2B6/PTGS2/BMP2/ALOX12/PLA2G4A/BMP5/RDH5/CYP2C8/ALOXE3/ADH1A/ADH1B/CYP2A13/PLA2G10/RBP4/ADH4/CYP3A7/CYP1A1/ADH6/CYP4F2/RPE65/ADH7/ALOX12B",26
"GO:0099505","BP","GO:0099505","regulation of presynaptic membrane potential","10/1218","30/18614",1.24433073327556e-05,0.000640957300160718,0.000530344183634525,"KCNC2/GRIA1/KCNJ3/GRIK3/KCNC1/GRIK4/GABRA5/GABRR1/GABRB1/KCNA4",10
"GO:0050433","BP","GO:0050433","regulation of catecholamine secretion","14/1218","57/18614",1.31840287998502e-05,0.000672252296784279,0.000556238450588043,"ABAT/SYT1/CARTPT/CHGA/HTR2A/SYT9/CHRNB2/SYT8/CNR1/DRD2/SYT4/FGF20/OPRK1/SYT10",14
"GO:0061351","BP","GO:0061351","neural precursor cell proliferation","25/1218","150/18614",1.39151726531364e-05,0.000697991872499769,0.000577536022620545,"SOX10/INSM1/CDON/LRP2/FGF2/FGFR2/ARTN/GPR37L1/BTG2/PTN/PTPRZ1/EPHB1/SOX5/ASCL1/CX3CR1/NES/EMX1/SLC6A4/FZD9/ACSL6/DCT/SIX3/FOXG1/DRD2/POU3F3",25
